"District_C11ID","Area.Other.Kharif.Pulses","Prod.Other.Kharif.Pulses","Yield.Other.Kharif.Pulses","Area.Moong","Prod.Moong","Yield.Moong","Area.Moth","Prod.Moth","Yield.Moth","Area.Other.Rabi.Pulses","Prod.Other.Rabi.Pulses","Yield.Other.Rabi.Pulses","Area.Peas...Beans..Pulses.","Prod.Peas...Beans..Pulses.","Yield.Peas...Beans..Pulses.","Area.Urad","Prod.Urad","Yield.Urad","Area.Gram","Prod.Gram","Yield.Gram","Area.Masoor","Prod.Masoor","Yield.Masoor","Area.HorseGram","Prod.HorseGram","Yield.HorseGram","Area.Arhar..Tur.","Prod.Arhar..Tur.","Yield.Arhar..Tur.","areaTot","prodTot","yieldTot","diversity","dominant_pulses"
205,NA,NA,NA,457.875,249.875,0.525,NA,NA,NA,176.125,115.25,0.67125,24,23,0.96,NA,NA,NA,NA,NA,NA,690.666666666667,436.888888888889,0.643333333333333,NA,NA,NA,140.111111111111,148.444444444444,1.21888888888889,1488.77777777778,973.458333333333,0.653864094335398,3.00375116551402,"Area.Masoor"
206,37.2,23.4,0.504,3994.33333333333,2230.55555555556,0.563333333333333,NA,NA,NA,423.75,294.875,0.67125,250.333333333333,234.888888888889,0.938888888888889,104.333333333333,78.3333333333333,0.736666666666667,224.5,219,0.94,4526.22222222222,3544.55555555556,0.757777777777778,41.25,32.25,0.7875,475.111111111111,563,1.20111111111111,10077.0333333333,7220.85833333333,0.716565887447033,2.74645353120022,"Area.Masoor"
207,16.375,9.5,0.5425,7819.66666666667,4199,0.512222222222222,NA,NA,NA,137.75,110,0.79375,189.777777777778,177.777777777778,0.92,1105,803.333333333333,0.732222222222222,185.333333333333,131.777777777778,0.867777777777778,7463.44444444444,4622,0.608888888888889,539,363.666666666667,0.675,740,695.222222222222,1,18196.3472222222,11112.2777777778,0.610687279269267,2.78243691808346,"Area.Moong"
208,23,13,0.585,22415.875,11403.875,0.51,NA,NA,NA,23.6666666666667,17.6666666666667,0.736666666666667,356.5,329.5,0.94,654.833333333333,500.833333333333,0.77,12.2,11.4,0.964,1655,873.666666666667,0.54,1574,1294.66666666667,0.823333333333333,55,63.75,1.26,26770.075,14508.3583333333,0.541961811213952,1.41001391737746,"Area.Moong"
209,30,16.75,0.5525,8239.4,5286.6,0.638,NA,NA,NA,127,72,0.57,1307.75,1541.25,1.135,563.25,415.25,0.765,944,771.75,0.8525,2811.75,1505,0.53,1786,1590,0.89,343.25,389,1.13,16152.4,11587.6,0.717391842698299,3.18027679327529,"Area.Moong"
210,44.4285714285714,25.1428571428571,0.471428571428571,5285.55555555556,3099.33333333333,0.567777777777778,NA,NA,NA,108.333333333333,76.3333333333333,0.73,64.375,71.125,1.03375,493.111111111111,369.333333333333,0.775555555555556,688.333333333333,471.111111111111,0.728888888888889,962.555555555556,534.666666666667,0.556666666666667,1349.66666666667,1075.66666666667,0.806666666666667,156.777777777778,187.333333333333,1.17222222222222,9153.1369047619,5910.04563492064,0.645685265763472,2.66436527287958,"Area.Moong"
211,155.666666666667,90.3333333333333,0.56,10348.2222222222,6760.55555555556,0.631111111111111,NA,NA,NA,409.5,298,0.725,466.555555555556,459.555555555556,1.04,700.333333333333,493,0.744444444444444,272.222222222222,235.333333333333,0.761111111111111,3290.55555555556,2222.66666666667,0.656666666666667,987,863.333333333333,0.888333333333333,102.444444444444,145.222222222222,1.32,16732.5,11568,0.691349170775437,2.33562363571955,"Area.Moong"
212,7.25,8.25,0.9675,2113.11111111111,1109.44444444444,0.546666666666667,NA,NA,NA,97.1666666666667,72.6666666666667,0.741666666666667,253,266.777777777778,1.04111111111111,3613.88888888889,2657,0.737777777777778,820,662.888888888889,0.775555555555556,1460.55555555556,723.222222222222,0.505555555555556,900,767.333333333333,0.86,89.4444444444444,82.5555555555556,1.02777777777778,9354.41666666667,6350.13888888889,0.678838575954911,4.1232124015962,"Area.Urad"
213,22,12,0.55,17868.75,11513.625,0.6475,NA,NA,NA,139,103,0.74,1015.88888888889,973.888888888889,0.954444444444444,463.111111111111,348.333333333333,0.73,37,34.25,0.9575,1425.88888888889,946.444444444444,0.652222222222222,603.4,413,0.69,25.6666666666667,32.7777777777778,1.24555555555556,21600.7055555556,14377.3194444444,0.66559489954932,1.44474127248335,"Area.Moong"
214,41.6666666666667,21,0.523333333333333,19932.25,11919.75,0.5825,NA,NA,NA,13,10,0.77,792.444444444444,760.555555555556,0.955555555555556,1114.88888888889,761.666666666667,0.722222222222222,5.75,5.5,0.9575,1142.33333333333,673.888888888889,0.583333333333333,513.5,345.833333333333,0.698333333333333,8,9.83333333333333,1.20666666666667,23563.8333333333,14508.0277777778,0.61569047669569,1.38558562232669,"Area.Moong"
215,17,9,0.53,8573.875,3995.375,0.465,NA,NA,NA,59,50.1666666666667,0.885,295.875,281.75,0.96,77.125,54.5,0.72375,477.555555555556,373.666666666667,0.853333333333333,3164.22222222222,2213.88888888889,0.702222222222222,82.5,59.1666666666667,0.685,430,403.555555555556,0.934444444444444,13177.1527777778,7441.06944444444,0.564694784217211,2.06611126130129,"Area.Moong"
216,43,22.6666666666667,0.523333333333333,26092.125,14512.75,0.55625,NA,NA,NA,267,173.875,0.67,269.222222222222,252.555555555556,0.938888888888889,416.555555555556,287.555555555556,0.718888888888889,616.125,522.125,0.94875,1621.33333333333,1639.44444444444,0.97,NA,NA,NA,1197.66666666667,2263.44444444444,1.77111111111111,30523.0277777778,19674.4166666667,0.644576180643212,1.35896793004638,"Area.Moong"
217,77.6666666666667,37.6666666666667,0.508333333333333,1353.44444444444,574,0.472222222222222,NA,NA,NA,56.25,54.75,0.93375,695.333333333333,669.555555555556,0.963333333333333,220.444444444444,158,0.727777777777778,68.125,74.125,1.29125,345,279.666666666667,0.803333333333333,NA,NA,NA,1840,1927.11111111111,1.06111111111111,4656.26388888889,3774.875,0.810708991173777,3.68573155152796,"Area.Arhar..Tur."
218,12.2,15.4,1.486,1475.88888888889,840.888888888889,0.555555555555556,NA,NA,NA,15.5,12.1666666666667,0.915,914.222222222222,880,0.963333333333333,279.444444444444,201.888888888889,0.723333333333333,167.444444444444,206.444444444444,1.23555555555556,396.222222222222,327.111111111111,0.814444444444444,NA,NA,NA,2457.33333333333,3265.55555555556,1.24777777777778,5718.25555555556,5749.45555555556,1.00545620945005,3.50990632678463,"Area.Arhar..Tur."
219,59.6666666666667,44,0.53,3378.25,1917.875,0.57,NA,NA,NA,167.25,156.75,0.9275,359.666666666667,346.777777777778,0.963333333333333,258.333333333333,188.333333333333,0.725555555555556,443.888888888889,604.666666666667,1.21444444444444,520,411.111111111111,0.793333333333333,NA,NA,NA,1655.22222222222,2046.66666666667,1.19888888888889,6842.27777777778,5716.18055555556,0.835420709477838,3.15319621451353,"Area.Moong"
220,41.2857142857143,21.7142857142857,0.525714285714286,12810.5555555556,5910.88888888889,0.462222222222222,NA,NA,NA,30.375,20.75,0.75375,38.3333333333333,34.7777777777778,0.911111111111111,594.555555555556,441.222222222222,0.751111111111111,388.625,354.125,0.9575,357.555555555556,367,0.984444444444444,NA,NA,NA,1311.88888888889,1239.55555555556,0.956666666666667,15573.1746031746,8390.03373015873,0.538749095412339,1.45688047786052,"Area.Moong"
221,114,77.6666666666667,0.66,9943.44444444445,7439.55555555556,0.704444444444444,NA,NA,NA,104.75,83.25,0.79375,305.666666666667,291,0.947777777777778,1165.88888888889,857.111111111111,0.738888888888889,116.222222222222,95.4444444444444,0.864444444444444,1588.11111111111,1194.66666666667,0.747777777777778,15.8,13.2,0.74,1935.55555555556,2212.88888888889,1.13222222222222,15289.4388888889,12264.7833333333,0.802173540995436,2.19229782952096,"Area.Moong"
222,77.5,43.25,0.55625,608.333333333333,355.222222222222,0.613333333333333,NA,NA,NA,232,161.75,0.6875,1085.77777777778,1004,0.924444444444444,1028.22222222222,733.666666666667,0.716666666666667,113.666666666667,107.777777777778,0.877777777777778,828.333333333333,657.111111111111,0.791111111111111,286.8,227.8,0.794,1149.44444444444,1702.11111111111,1.49,5410.07777777778,4992.68888888889,0.922849743380153,6.13786463564981,"Area.Arhar..Tur."
223,26.8571428571429,14.5714285714286,0.557142857142857,1346,806.222222222222,0.621111111111111,NA,NA,NA,37.875,26.125,0.71375,1232.33333333333,1143.55555555556,0.924444444444444,3266.55555555556,2462,0.751111111111111,187.666666666667,157.666666666667,0.853333333333333,731,520.333333333333,0.735555555555556,369.333333333333,295,0.796666666666667,221.555555555556,286.333333333333,1.29555555555556,7419.17658730159,5711.80753968254,0.769870816858393,3.72979197316156,"Area.Urad"
224,101.875,55.25,0.5525,740.333333333333,452.888888888889,0.624444444444444,NA,NA,NA,114.285714285714,75.4285714285714,0.738571428571429,1628,1539.77777777778,0.942222222222222,6961.77777777778,5202.33333333333,0.754444444444444,3245.11111111111,2460.33333333333,0.751111111111111,3172.33333333333,2171.88888888889,0.685555555555556,1024.16666666667,789,0.785,707,967.333333333333,1.40222222222222,17694.8829365079,13714.2341269841,0.775039551049475,4.24085890539056,"Area.Urad"
225,346.5,193,0.5675,1711.1,1067.2,0.61,NA,NA,NA,253.2,215.4,0.853,119,112.666666666667,0.942222222222222,903.875,723,0.76375,3434.55555555556,2640.11111111111,0.762222222222222,2034.55555555556,1394,0.668888888888889,1293.33333333333,1008.5,0.785,874.444444444444,1263.55555555556,1.42333333333333,10970.5638888889,8617.43333333333,0.785505049750557,5.39310458571758,"Area.Gram"
226,127,78,0.56,253.555555555556,148.555555555556,0.601111111111111,NA,NA,NA,15.5,11.5,0.74,228.666666666667,210,0.928888888888889,284.555555555556,212.444444444444,0.741111111111111,938.777777777778,769.777777777778,0.828888888888889,628,458.555555555556,0.753333333333333,276.666666666667,222.166666666667,0.795,93.3333333333333,127.111111111111,1.39555555555556,2846.05555555556,2238.11111111111,0.786390520993968,5.14332417453302,"Area.Gram"
227,180,97.5,0.54,28.1666666666667,14.8333333333333,0.621666666666667,NA,NA,NA,NA,NA,NA,308,291,0.923333333333333,45,34,0.76,3546.77777777778,3135.66666666667,0.922222222222222,7147.55555555556,5954.11111111111,0.86,78.5,62.75,0.7875,182.777777777778,250.555555555556,1.41444444444444,11516.7777777778,9840.41666666667,0.854441828829437,2.07773724451816,"Area.Masoor"
228,NA,NA,NA,2.8,1.5,0.4575,NA,NA,NA,NA,NA,NA,141.4,136.8,0.942,2.75,1.75,0.6275,1526.55555555556,1542.44444444444,0.991111111111111,3421.88888888889,2939.88888888889,0.855555555555556,NA,NA,NA,128.555555555556,181,1.39777777777778,5223.95,4803.38333333333,0.919492593407926,1.93870454182824,"Area.Masoor"
229,38.6,23,0.59,263.888888888889,158.444444444444,0.594444444444444,NA,NA,NA,16,12,0.75,236.666666666667,212.444444444444,0.887777777777778,27.5,23,0.83,4737.44444444444,4004.44444444444,0.846666666666667,12406,9299.66666666667,0.747777777777778,5,4,0.8,617.555555555556,996.666666666667,1.47444444444444,18348.6555555556,14733.6666666667,0.802983445956379,1.90359492364306,"Area.Masoor"
230,76.5,43.5,0.565,166.777777777778,94.1111111111111,0.574444444444444,NA,NA,NA,1,1,1,2283.44444444444,2083.88888888889,0.91,3,2.375,0.7825,8809.44444444445,10749.3333333333,1.18333333333333,25530,28899.8888888889,1.11666666666667,NA,NA,NA,582.777777777778,674.333333333333,1.14888888888889,37452.9444444444,42548.4305555556,1.13605034762139,1.90853259011636,"Area.Masoor"
231,14.875,9,0.53,107.666666666667,69.8888888888889,0.621111111111111,NA,NA,NA,8.5,6,0.7175,1723.22222222222,1612.44444444444,0.931111111111111,60.4285714285714,50.5714285714286,0.812857142857143,4697,5066,1.07222222222222,8579,7734.44444444444,0.907777777777778,5,4,0.8,1225.11111111111,1731.66666666667,1.38,16420.8035714286,16284.0158730159,0.991669853559986,2.69246985283544,"Area.Masoor"
232,5.5,2.75,0.495,73.7777777777778,44.8888888888889,0.612222222222222,NA,NA,NA,275.75,193.5,0.72,782.333333333333,724.111111111111,0.926666666666667,197.4,169.6,0.852,2107.11111111111,2240,1.05888888888889,7395.77777777778,8390.66666666667,1.11,NA,NA,NA,670.333333333333,884.444444444444,1.36111111111111,11507.9833333333,12649.9611111111,1.09923352725668,2.19554344782946,"Area.Masoor"
233,95.6,52.6,0.576,68.75,38,0.56,NA,NA,NA,NA,NA,NA,967.777777777778,936.888888888889,0.966666666666667,136.333333333333,109.111111111111,0.795555555555556,6899.88888888889,6324.66666666667,0.934444444444444,5472.44444444444,4762.77777777778,0.858888888888889,21.5,19,0.785,2053.44444444444,2127,1.07777777777778,15715.7388888889,14370.0444444444,0.914372817341992,2.98498561156783,"Area.Gram"
234,28.6666666666667,14.6666666666667,0.585,260.222222222222,151.666666666667,0.583333333333333,NA,NA,NA,15.3333333333333,10.3333333333333,0.646666666666667,949,880.111111111111,0.927777777777778,54.3333333333333,42.7777777777778,0.784444444444444,5072,5078.33333333333,1.00444444444444,5661,4569,0.816666666666667,174.333333333333,140,0.801666666666667,1232.66666666667,1397,1.13222222222222,13447.5555555556,12283.8888888889,0.913466305317778,2.99923510067271,"Area.Masoor"
235,71,38.125,0.51625,21.4444444444444,12.1111111111111,0.548888888888889,NA,NA,NA,16.2,10.2,0.7,1236.88888888889,1176.55555555556,0.947777777777778,12.25,9.28571428571429,0.744285714285714,6471,6127.77777777778,0.942222222222222,13828.6666666667,10843.7777777778,0.773333333333333,22.4,17.6,0.786,862.444444444444,1117.22222222222,1.27333333333333,22542.2944444444,19352.6551587302,0.858504231076603,2.15881605835627,"Area.Masoor"
236,91,50.125,0.54125,1075.88888888889,612.888888888889,0.585555555555556,NA,NA,NA,114.166666666667,82.3333333333333,0.7,563,530,0.948888888888889,193.777777777778,137,0.671111111111111,5130.66666666667,4742.22222222222,0.876666666666667,5848.66666666667,4671.11111111111,0.802222222222222,668.166666666667,534.166666666667,0.798333333333333,2245.22222222222,2676.55555555556,1.18666666666667,15930.5555555556,14036.4027777778,0.881099389712293,3.75687684291225,"Area.Masoor"
237,78.75,48.75,0.705,1018.22222222222,580.666666666667,0.58,NA,NA,NA,32,24,0.75,220.444444444444,208,0.948888888888889,146.777777777778,100.666666666667,0.682222222222222,2145.66666666667,1752.44444444444,0.812222222222222,3063.66666666667,1996.66666666667,0.65,472.833333333333,374.333333333333,0.796666666666667,902.111111111111,768.888888888889,0.862222222222222,8080.47222222222,5854.41666666667,0.724514175120404,4.04511404637938,"Area.Masoor"
238,72.6666666666667,37.6666666666667,0.52,369.555555555556,225,0.642222222222222,NA,NA,NA,109.571428571429,59.8571428571429,0.722857142857143,58.6666666666667,54.5555555555556,0.924444444444444,9.57142857142857,6.71428571428571,0.87,1250,854.444444444444,0.663333333333333,733.333333333333,529.333333333333,0.711111111111111,1315.2,1040.8,0.796,476.111111111111,568.111111111111,1.14333333333333,4394.67619047619,3376.48253968254,0.768312019665931,4.58298836333505,"Area.HorseGram"
239,3.16666666666667,1.8,0.506,79.2222222222222,43.3333333333333,0.563333333333333,NA,NA,NA,96.5,68,0.705,845,804.111111111111,0.95,35.5555555555556,25.4444444444444,0.678888888888889,2160.22222222222,2130.77777777778,0.976666666666667,6404.44444444444,5772,0.883333333333333,32,25.6666666666667,0.826666666666667,272.444444444444,318,1.15111111111111,9928.55555555555,9189.13333333333,0.925525700280896,2.12039256212238,"Area.Masoor"
240,14.5,7.5,0.515,126,75,0.602,NA,NA,NA,33,24,0.73,1151.2,1101.8,0.954,30.6,22.2,0.748,718.4,608.2,0.82,2761,2136.6,0.776,27,22.3333333333333,0.81,85.6,91,1.076,4947.3,4088.63333333333,0.826437315977065,2.57893610514603,"Area.Masoor"
241,117,107.6,0.965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,64.1818181818182,1.16727272727273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,171.781818181818,0.918619348565873,1.881166281134,"Area.Other.Kharif.Pulses"
242,671,756,1.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1401.81818181818,1094.45454545455,0.778181818181818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2072.81818181818,1850.45454545455,0.892724003333187,1.77887325469916,"Area.Urad"
243,890,981,1.202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1593.63636363636,1276,0.801818181818182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2483.63636363636,2257,0.908748169838946,1.85139937243424,"Area.Urad"
244,1269,1331.3,1.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,474.545454545455,343.636363636364,0.682727272727273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1743.54545454545,1674.93636363636,0.960649668908702,1.6561485572033,"Area.Other.Kharif.Pulses"
245,179,213,1.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179,213,1.18994413407821,1,"Area.Other.Kharif.Pulses"
246,195,160,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195,160,0.82051282051282,1,"Area.Other.Kharif.Pulses"
247,843,886,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,843,886,1.05100830367734,1,"Area.Other.Kharif.Pulses"
248,640,628,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,640,628,0.98125,1,"Area.Other.Kharif.Pulses"
249,348,360,1.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,348,360,1.03448275862069,1,"Area.Other.Kharif.Pulses"
250,937,957,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,937,957,1.0213447171825,1,"Area.Other.Kharif.Pulses"
251,275,220,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,220,0.8,1,"Area.Other.Kharif.Pulses"
252,1669,2228,1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1669,2228,1.33493109646495,1,"Area.Other.Kharif.Pulses"
253,114,94,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,94,0.824561403508772,1,"Area.Other.Kharif.Pulses"
254,197,219,1.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197,219,1.11167512690355,1,"Area.Other.Kharif.Pulses"
255,530,532,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530,532,1.00377358490566,1,"Area.Other.Kharif.Pulses"
256,415,436,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,415,436,1.05060240963855,1,"Area.Other.Kharif.Pulses"
257,746,637,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,746,637,0.853887399463807,1,"Area.Other.Kharif.Pulses"
258,367,359,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,367,359,0.978201634877384,1,"Area.Other.Kharif.Pulses"
259,232,182,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232,182,0.78448275862069,1,"Area.Other.Kharif.Pulses"
260,155,187,1.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,187,1.20645161290323,1,"Area.Other.Kharif.Pulses"
261,382.857142857143,408.571428571429,0.968571428571429,144.444444444444,162.222222222222,1.04333333333333,NA,NA,NA,662.5,643.75,0.93875,733,743,1.045,55,50,0.935,85,88.3333333333333,0.928333333333333,246.666666666667,255,1.03666666666667,30,40,1.33,510,385.555555555556,0.913333333333333,2849.46825396825,2776.43253968254,0.974368651349597,5.5019889562979,"Area.Peas...Beans..Pulses."
262,502.857142857143,528.571428571429,0.951428571428571,141,140,0.957,NA,NA,NA,880,860,0.91,926,1020,1.113,55,50,0.935,94.4444444444444,86.6666666666667,0.918888888888889,243.333333333333,245,1.00333333333333,30,20,0.67,666.666666666667,674.444444444444,1.00444444444444,3539.30158730159,3624.68253968254,1.02412367250287,5.17390389461724,"Area.Peas...Beans..Pulses."
263,474.285714285714,442.857142857143,0.902857142857143,138,155.555555555556,1.03444444444444,NA,NA,NA,753.75,781.25,0.9975,810,848,1.065,40,36.6666666666667,0.923333333333333,70,61.1111111111111,0.887777777777778,243.333333333333,236.666666666667,0.955,30,40,1.33,642.222222222222,610,0.967777777777778,3201.59126984127,3212.10714285714,1.00328457698986,5.26382000266652,"Area.Peas...Beans..Pulses."
264,815.714285714286,801.428571428571,0.895714285714286,133,146,1.051,NA,NA,NA,1200,1156.25,0.89125,1100,1162,1.138,65,55,0.915,130,131.25,0.9775,298.333333333333,276.666666666667,0.953333333333333,50,40,0.8,634.444444444444,702.222222222222,1.10222222222222,4426.49206349206,4470.81746031746,1.01001366232891,5.09165270550506,"Area.Other.Rabi.Pulses"
265,528.571428571429,570,1.06142857142857,345,264,0.93,NA,NA,NA,1225.71428571429,1178.57142857143,1.06714285714286,1115.55555555556,1203.33333333333,1.17777777777778,180,176.666666666667,0.873333333333333,174.444444444444,193.333333333333,1.10111111111111,485,421.666666666667,0.796666666666667,40,40,1,1564.44444444444,1555.55555555556,0.986666666666667,5658.73015873016,5603.12698412698,0.990173913043478,5.43433160630989,"Area.Arhar..Tur."
266,602.857142857143,630,0.972857142857143,158,158,0.943,NA,NA,NA,682.5,720,1.06375,1141,1276,1.127,43.3333333333333,33.3333333333333,0.773333333333333,138.888888888889,90,0.795555555555556,240,253.333333333333,0.906666666666667,40,30,0.75,581.111111111111,582.222222222222,0.995555555555556,3627.69047619048,3772.88888888889,1.04002502794861,5.11242879893438,"Area.Peas...Beans..Pulses."
267,1315.71428571429,1047.14285714286,0.787142857142857,153.75,150,0.9575,NA,NA,NA,701.428571428571,768.571428571429,1.06142857142857,798,797,1.032,65,60,0.94,84.4444444444444,83.3333333333333,0.933333333333333,253.333333333333,251.666666666667,1.025,20,20,1,413.333333333333,391.111111111111,0.972222222222222,3805.00396825397,3568.8253968254,0.937929480915378,4.62509314308786,"Area.Other.Kharif.Pulses"
270,445.714285714286,428.571428571429,0.968571428571429,131,130,0.97,NA,NA,NA,436.25,468.75,1.05875,905,968,1.064,50,45,0.9,105,103.75,1.0025,296.666666666667,296.666666666667,0.878333333333333,40,50,1.25,441.1,454.7,0.996,2850.73095238095,2945.4380952381,1.03322205583029,5.33642731387826,"Area.Peas...Beans..Pulses."
272,1081.25,551.25,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,1080,548.75,0.5075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,20,0.5,2201.25,1120,0.508801817149347,2.0732952475188,"Area.Other.Kharif.Pulses"
273,20,14,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,195,102.5,0.56875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215,116.5,0.541860465116279,1.20299284320104,"Area.Peas...Beans..Pulses."
274,60,32,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,767.5,391.25,0.515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,827.5,423.25,0.511480362537764,1.15540205641972,"Area.Peas...Beans..Pulses."
275,348.75,175,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.75,71.25,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,487.5,246.25,0.505128205128205,1.68696346576163,"Area.Other.Kharif.Pulses"
276,308.571428571429,155.714285714286,0.572857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,533.75,270,0.505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,842.321428571429,425.714285714286,0.505405978376086,1.86660176231669,"Area.Peas...Beans..Pulses."
277,261.428571428571,132.857142857143,0.515714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,285,145,0.515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,546.428571428571,277.857142857143,0.508496732026144,1.99628526693888,"Area.Peas...Beans..Pulses."
278,481.428571428571,244.285714285714,0.507142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,850,435,0.5125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1331.42857142857,679.285714285714,0.51019313304721,1.85764573540293,"Area.Peas...Beans..Pulses."
279,182,92,0.502,NA,NA,NA,NA,NA,NA,NA,NA,NA,821.666666666667,418.333333333333,0.508333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1003.66666666667,510.333333333333,0.508468947193623,1.42228365253757,"Area.Peas...Beans..Pulses."
280,35,20,0.6425,NA,NA,NA,NA,NA,NA,NA,NA,NA,575,301.25,0.52875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,610,321.25,0.526639344262295,1.12128973934006,"Area.Peas...Beans..Pulses."
281,293.5,241.166666666667,0.773333333333333,23.3333333333333,28.3333333333333,1.19333333333333,NA,NA,NA,187.5,182.5,1.01833333333333,140.5,159,1.125,20.5,27,1.335,23,26,1.13,2.33333333333333,3.66666666666667,1.55666666666667,NA,NA,NA,46,55.5,1.2,736.666666666667,723.166666666667,0.981674208144796,3.7515602376554,"Area.Other.Kharif.Pulses"
282,230,205.875,1.05625,12.2,17.4,1.402,NA,NA,NA,344.5,471.375,1.49875,54,66.3333333333333,1.22333333333333,26.5,34.75,1.53,15,10,0.67,9,5.6,0.632,NA,NA,NA,91.6666666666667,55.3333333333333,0.616666666666667,782.866666666667,866.666666666667,1.10704249340032,3.32985518317704,"Area.Other.Rabi.Pulses"
283,743.5,912.7,1.444,17,12.4,0.688,NA,NA,NA,278.7,477.3,1.946,76.25,57.25,0.7275,4.5,3,0.6725,3,3,1,14.3333333333333,19,0.956666666666667,NA,NA,NA,28.4285714285714,49.5714285714286,1.52857142857143,1165.7119047619,1534.22142857143,1.3161240116912,2.13120910417592,"Area.Other.Kharif.Pulses"
285,510.2,438,0.842,NA,NA,NA,NA,NA,NA,79.5,192.25,2.405,50,45,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,639.7,675.25,1.0555729248085,1.52054684473111,"Area.Other.Kharif.Pulses"
